"","AshFDwPM","AshOnly","DWpM","WWP","PDW","BD"
"SL18-TI-3",-0.0116165633406955,-0.730311532109142,0.0240898830089802,0.0788912896505338,0.00635156853115847,13.9161004850902
"SL18-TI-4",-0.0185888680871414,-0.767244683513322,0.0334363395124917,0.133702907836047,-0.0159314733046466,18.5166874865833
"SL18-BL-17",-0.0154585358279833,-0.607173662525623,0.0402192587058034,0.136097783984296,0.015419212145986,23.3034031502235
"SL18-OD-3",-0.0355303487751361,0.411084282092134,-0.0564634965593724,-0.156263029776353,-0.00620424862971034,-10.4482934186035
"SL18-OD-5",-0.0509173466951711,-0.303441916219745,-0.0835525463710185,-0.255872990715699,-0.0749865776893059,-6.58955519817148
"SL18-OD-6",0.0246128318650015,0.685732835660587,0.0576302452786731,0.197206866530035,0.0534112780661672,-3.02582657863513
"SL18-OD-10",0.0286588112900575,0.339083993240819,0.0448891104621086,0.175593369669307,-0.0210759241105485,6.07734078748084
"SA18-CB-2",0.0915323064159324,-0.0787235788927697,0.0386012752611352,0.0685532440688508,0.0133141103148559,-17.6830462479014
"SL18-NC-15",-0.0210215080047865,0.72949613694402,-0.018792403568395,0.00833724752467517,-0.103732225288288,65.2528302207873
"SL18-BL-18",-0.0188300945337923,-0.606316038637933,0.0209672347580209,0.0939896304324054,-0.0094317441119531,17.6839451816727
"SL18-FW-21",-0.0126546777174111,-0.4263900529028,0.0356311401292866,0.126271198690881,-0.0071903217581419,18.6992573158188
"SL18-SF-17",0.0378595243871694,0.00644348372479013,0.0348997463180996,0.120726169110569,-0.012525823484874,5.98241129250212
"SL18-LL-9",-0.000633336831217765,0.0674466392920022,-0.0844545880313065,-0.328899131145932,-0.0408043186096148,-18.4004691757946
"SL18-LD-2",0.00887962701803521,0.348544462817964,-0.018583551885617,-0.213012919840672,0.465512060302216,-56.8939517584388
"SL18-FW-12",-0.022357050633495,-0.542048381875002,0.0255724702731147,0.115521103944303,-0.0471863436519418,15.5428803236457
"SL18-SF-19",-0.00465456413865192,-0.0151915479446802,-0.0099045942430475,-0.0321194763495591,0.247991532267792,46.3511624092962
"SA18-CB-5",0.0259337597923042,-0.723089942485357,-0.0028751350912349,-0.0594276909476241,0.0381608574724813,-42.125987875651
"SL18-SF-15",0.0437800578935178,0.175460762144507,0.0689965792627199,0.338862369493617,-0.108304990000068,32.6430479976452
"SL18-SF-18",-0.00166735295131953,-0.110624624093937,-0.0273200726399352,-0.0844570817335343,0.11439339444834,0.34581078367219
"SA18-CB-9",0.0704502084975612,-0.122676564173737,0.0941427201154282,0.243537485108793,0.0589078413469584,-3.57159712157845
"SL18-OI-7",0.0892486969147933,-0.289702630527031,0.0596159493335577,0.196932951920051,-0.0492287243836566,47.8805461400866
"SL18-OI-9",0.0159505016903406,-0.657893559598747,-0.000602298555497596,-0.0295875304377696,0.103126583634618,13.4855770340341
"SL18-TI-5",-0.000303471117341904,-0.480214299050069,0.0281316304728868,0.0918152924438955,-0.00822864888525624,8.53216952082584
"SL18-CB-2",0.0000000000000000443587695452492,0.00000000000000097942241426009,0.000000000000000138274404338048,0.000000000000000234822999854645,0.000000000000000245997264380787,0.000000000000007878713025619
"SL18-CB-3",0.000000000000000239822237829957,0.000000000000000355828240497409,0.000000000000000438233497009251,0.00000000000000130191562551602,0.000000000000000334140757079381,0.0000000000000366615013942949
"SL18-CB-4",0.000000000000000108894541866637,0.000000000000000803101562055221,0.000000000000000306130674914674,0.000000000000000867115194487523,0.0000000000000000871310983863639,0.000000000000198968663034072
"SL18-CB-7",0.0000000000000000211651498149403,0.000000000000000308064362192458,0.0000000000000000233251951698158,0.0000000000000000130277865697705,0.000000000000000107605641067669,0.0000000000000250672939338392
"SL18-TI-6",0.000000000000000131324732923465,0.000000000000000805358553908212,0.000000000000000144494156666011,0.000000000000000522649588833298,-0.0000000000000000137993909930156,0.000000000000107254431912342
"SL18-OD-1",-0.00000000000000000636125727622134,0.00000000000000230308383395323,0.0000000000000000232261533707971,0.000000000000000457345779615715,-0.000000000000000202603061927768,0.0000000000000185954443144837
"SL18-OD-4",0.0000000000000000289945734438897,0.000000000000000669459222539407,0.000000000000000104239437325187,0.000000000000000278121811151499,-0.00000000000000031459572526623,0.0000000000000543399361804945
"SL19-LR-5",0.000000000000000149932569489519,0.000000000000000264031243696867,0.000000000000000241617517537069,0.000000000000000722478825664982,0.000000000000000125331217333874,0.0000000000000528605233054827
"SL19-LR-2",-0.000000000000000150722570470399,-0.00000000000000234204857288237,-0.000000000000000346679520377358,-0.00000000000000109232948462523,-0.000000000000000418583071846333,-0.0000000000000588713741576763
"SL18-DB-6",0.000000000000000100396530278708,0.000000000000000163276298043218,0.000000000000000126890277599227,0.000000000000000211437530532719,0.000000000000000182130570640239,-0.0000000000000362085408807265
"SL18-CB-10",-0.000000000000000046484439105178,-0.00000000000000132469052311905,-0.0000000000000000691496069674844,0.0000000000000000231550998945076,-0.0000000000000000751193093208456,0.0000000000000155974257813234
"SA18-CB-10-FG1",0.202660345247289,-0.652177146132939,0.159372208783373,0.499206268772995,-0.18020619623622,15.2688348917475
"SL18-LD-10-FG1",-0.0255304906443001,-0.0540430281356666,-0.0275319695749863,-0.160964044451445,0.167256680002684,-36.9656050492934
"SL18-NL-6-FG1",-0.00358241716417511,1.05491067984109,0.100923847510163,0.548550446368987,-0.327090889768063,215.913219146192
"SL18-LD-10-FG2",-0.032937533726191,0.47884501249661,-0.0382927751967983,-0.179751135769267,0.200997618115404,-3.67719601984548
"SL18-NL-9-FG2",-0.0700966348880656,0.535682621135084,-0.0770820910782038,0.00426890121937794,-0.494446943508969,54.8015644140403
"SL18-OI-15-FG1",0.0242660402132058,0.0828870925986672,0.0454367436060811,0.277061848961732,-0.0255369386240574,52.0511355340321
"SL18-OI-16-FG3",-0.0277916814696857,0.11712919819388,-0.0474682125084628,-0.0859783833404634,0.0917027242938544,40.3604460536298
"SL18-LD-13-FG2",-0.123934342708751,-0.0495421278190498,-0.133543646393084,-0.375678900663042,0.168354862555395,13.1993585340888
"SL18-OI-17-FG1",0.0459937121442854,-0.27528647868111,-0.0111658666333703,-0.0239310931374447,-0.0758172642220892,-5.48058524244542
"SL18-OI-18-FG1",-0.0120944931319311,-0.267581964385227,-0.00349005372257012,0.0267787886213245,0.181430982200097,-41.6041187544758
"SL18-OI-18-FG2",-0.00985371683530291,-0.492912339676928,-0.0235027568186668,-0.138833034261138,0.26523602821176,-61.5548286008991
"SL18-OI-2-FG2",0.0472009852929805,-0.103469942318275,-0.0292890484170458,-0.20453745974522,0.167312458048218,-60.6371826556747
"SL18-LD-1-FG1",-0.0141299696250276,-0.188430612622103,-0.0940868438898945,-0.454080690777585,0.267992442905219,-16.1556773924873
"SL18-OI-2-FG3",0.0301819944090151,0.0639827110466565,-0.0566559842712249,-0.277719435783406,0.1505007001803,-27.9638731530922
"SL18-OI-6-FG1",0.210470691405133,-1.31782190806885,0.00503199650552649,-0.0273989432234847,0.317810100976981,-95.2559196515291
"SL18-OI-9-FG1",-0.002023012961839,-0.90571035701821,-0.0200427236528616,-0.0978446894601072,0.0625616096645675,11.8091647077624
"SL18-SF-13-FG1",-0.0123765765569825,-0.511171737281215,-0.0459915529812606,-0.204406062474276,0.34339492417449,-23.6600238874608
"SL18-LD-1-FG2",-0.00802811575273847,0.0681474083045433,-0.0260322245305037,-0.141434735652752,0.129508363184708,-10.8313392523944
"SA18-CB-4-FG3",0.0960834568196102,0.81873150401248,0.04764724630134,0.178448009986343,-0.258403196881243,-51.3976641635808
"SL18-LD-2-FG2",-0.00464252309238412,0.0123685972559969,-0.0685791185469426,-0.5030170060837,0.764285800476807,-104.08682024235
"SL18-LD-3-FG1",-0.0201329883937423,0.347117193380136,-0.061025718015075,-0.34234151539974,0.217485961601806,-58.6125979308159
"SL18-LD-3-FG2",-0.0213134448867958,0.0685265938802921,-0.0535751964911793,-0.149856316618808,0.00226116494907602,-11.4649529836126
"SL18-LD-4-FG3",-0.000303352835408401,-0.0296328168359735,-0.0534742096845066,-0.264033096046836,0.16192388723308,-54.7108325091661
"SA18-CB-7-FG1",0.161068942459129,-0.104819524340672,0.149647173975756,0.435505850692231,0.0242180260303136,0.112943630537478
"SL18-LD-9-FG2",-0.00954212913441335,-0.214397913740366,-0.0512694888754136,-0.281766565367042,0.193572654762903,-96.9010360734
"SL18-LD-9-FG3",-0.0279684027327512,-0.123027822183261,-0.034112291996346,-0.208308776088956,0.187878503927376,-59.3035446783886
"SL18-LL-9-FG3",0.0134528551936117,0.225915769719697,-0.125799852535618,-0.538864284251944,-0.350916756700694,-10.126812767704
"SL18-NL-10-FG1",-0.0451211378016664,0.947348044116193,-0.0524856570900479,-0.0155130656568076,-0.246638897820447,64.1512020268859
"SL18-NL-2-FG1",-0.0453463186176955,0.256316591357664,0.00584271977997859,-0.0159758099940679,0.0267840286980274,6.23377451286953
"SL18-NL-2-FG3",-0.121371919749313,-0.0670419728504512,-0.139292428574959,-0.512750054789538,-0.103889446454736,-80.594525430113
"SL18-NL-3-FG1",-0.122455245810668,1.93200892178647,-0.177269316264618,-0.425407024733487,-0.239821302029682,-52.7233052793692
"SL18-NL-3-FG3",-0.000814769831654496,1.39184931418418,0.0254985894254376,0.164905118897768,-0.142088320819062,-25.8944620898313
"SL18-OI-11-FG3",0.152926883687075,1.2333730760026,0.239969464186983,0.775742481827329,-0.188656770492428,18.8187233694208
"SL18-JS-16-FG3",-0.15384447173657,1.0172689112707,-0.218880366464724,-0.497958955206049,-0.201570584850453,-52.9909971738071
"SL18-CC-1-FG2",-0.0631495682740763,2.42108859084472,-0.0771456869772464,-0.165460940140861,0.0258339786642845,-5.7518952514932
"SL18-CC-5-FG2",0.171107360875593,0.76651695086344,0.176052853669648,0.546377044672835,-0.116411829817597,4.74702382346252
"SL18-CC-5-FG3",0.0953010511089532,0.858836820262812,0.110644511290232,0.584806456707669,-0.396545663023759,-23.5255601270275
"SL18-JS-16-FG1",-0.126954800641403,1.2914307725763,-0.175327468987645,-0.472926516963838,-0.0415902476204395,-26.0543045135032
"SL18-NC-12-FG2",-0.133323407185906,1.21529845580347,-0.158438441897056,-0.321458655244496,-0.0368980212391297,-15.8789983187656
"SL18-OD-5-FG1",-0.09467068382408,-0.655761571389007,-0.159090158139864,-0.498762681162739,-0.117376438248019,-10.3706930006052
"SA18-CB-9-FG1",0.140900435200787,-0.24536756469809,0.188286432980654,0.487078119199604,0.11781551853083,-7.14284160762811
"SL18-CC-5-FG1",0.080571586996261,0.894192605289296,0.0821457115086987,0.375807421020453,-0.318510695370974,-22.5557255520516
"SL18-CC-12-FG3",0.108688064765041,0.992590610674364,0.131054203013267,0.400748349695716,0.0416881453659547,45.3675629332402
"SL18-SF-17-FG2",0.0921532912433188,-0.11480287745944,0.0995608525776308,0.448338911023019,-0.0366373719627738,6.77157694548641
"SL18-JS-5-FG1",-0.142619018320096,0.518129248115481,-0.249553745671422,-0.60036151565809,-0.532230268648993,-66.0203292856718
"SA18-CB-2-FG3",0.105068119320644,0.0646497757604882,0.105250409356599,0.370011569216021,-0.00819540892671017,-18.5884359904712
"SL18-CC-3-FG1",0.0815544590040485,-0.304289765750107,0.101387603213874,0.26314289578818,0.0991444786160132,4.10732679819674
"SL18-NC-10-FG1",-0.140821105720836,0.445581190507879,-0.232028857413105,-0.691801853261164,-0.504740435690277,-26.663640804879
"SL18-OI-17-FG4",0.102995056811368,-0.387864985494322,0.137086759441165,0.382746477130888,-0.100472698301206,-1.70156139740713
"SL18-CC-3-FG2",0.148950667971023,0.490200091210228,0.173578226962984,0.403596896501661,0.103559065933689,12.6737627401996
"SL18-CC-1-FG1",-0.0214544003776279,2.56501744552767,0.00390198208090065,0.170340499487276,0.0706291494764697,57.6051571195239
"SL18-OI-6-FG2",0.416245010610769,-1.07625083240248,0.408099709022618,0.974660108062159,0.562381131163012,-3.70862002340585
"SL18-CC-12-FG2",0.212946224759769,1.55487952439654,0.344428801490207,1.0925197782688,-0.0556871948182078,72.7600370237115
"SL18-NC-10-FG3",-0.137787091458167,0.16282646232297,-0.23720560399438,-0.542282741704373,-0.901972670484704,-16.5962499480762
"SL18-CC-8-FG1",-0.133166443686641,-0.173356746332683,-0.24613823480622,-0.62079839138951,-0.21392370492262,-52.5355622382365
"SL18-NC-5-FG2",-0.139177129579871,1.94943825345612,-0.243724900903206,-0.88487781255101,-0.236472999529271,-40.4728818173573
"SL18-CC-6-FG3",-0.101388575573437,0.92649241357122,-0.165300406419479,-0.299931209753265,-0.123595828236052,-53.302901268354
"SL18-NL-7-FG4",-0.064469362927917,1.2480028524242,-0.124283614852916,-0.554619541044603,0.00456507348402554,-37.3674806607253
"SL18-CC-3-FG3",0.0993394313149813,0.378378092232111,0.129700567230482,0.357613036631826,0.0859784192656826,-11.0399367789695
"SL18-JS-19-FG3",-0.137122155078847,0.228514854451063,-0.189276700546477,-0.513126962198285,-0.120023244476632,-69.8455145311311
"SL18-NC-15-FG3",-0.0601970638248303,0.98966839183948,-0.0982209778030234,-0.246164745220954,-0.195241141348964,32.3735957894354
"SL18-LL-9-FG2",-0.0832370472696064,-0.910066058370694,-0.177952542420398,-0.553997486494747,-0.130058859790022,-24.8418486324665
"SA18-CB-4-FG6",0.14899527599648,0.720462107770747,0.127031641626209,0.386472894556864,-0.248559656742245,-39.04684816207
"SL18-JS-9-FG3",-0.159250464187391,0.651084664151272,-0.27222903548751,-0.767158616761303,-0.243770634131021,-28.7590583060239
"SL18-SF-13-FG2",0.159292623798159,1.08166335463436,0.279082034605287,0.979987227794673,-0.0768231397960138,39.5069939120834
"SL18-JS-19-FG2",-0.134012778690192,-0.521817391080748,-0.209093292693232,-0.506290196629185,-0.0498277506832978,-72.4179916963526
"SL18-NL-5-FG1",-0.0225948168501187,0.879889220399919,-0.079229062509391,-0.339812371175617,-0.0541834557759406,-22.8322155076704
"SL18-NC-8-FG1",-0.10237612880855,1.7596883105482,-0.141197967458044,-0.375820712991239,0.1259487775902,-40.8293174773302
"SL18-SF-19-MG2",0.0216718573076757,0.239568605687227,0.0451729002875645,0.249782125403621,0.111562547075175,88.0526678185743
"SL18-OI-4-MG1",0.00972458296357341,-0.181059389536054,-0.0669095810651185,-0.235889945475013,0.316050446910239,11.4150053438117
"SL18-OI-11-MG2",-0.00450890636704183,0.328701257074554,-0.0129976905219125,-0.114338575518014,0.0310780136787367,24.4185348655707
"SL18-OI-14-MG2",0.0745874485171997,0.679254463446814,0.0744760801733646,0.13670596178647,0.19046450749674,-52.82846107205
"SL18-OI-15-MG1",0.0978673254532295,0.691378015484982,0.12887135884087,0.477299702876195,-0.00363560664659349,86.0049265830317
"SL18-OI-16-MG1",-0.0976892833845528,0.385119448155132,-0.083783204252625,-0.0856032384437395,0.0951267826186248,30.9591171042344
"SL18-SF-17-MG1",0.055658005277319,0.0165543535999218,0.045373105537253,0.0737966314662433,0.093072252252196,-34.5787268614765
"SA18-CB-7-MG2",0.220330094201727,0.216496513663815,0.24562884131592,0.550166829796735,0.0434123473687798,59.7015428306159
"SL18-NL-3-MG2",-0.0548821234210935,1.43369546946498,-0.101895104209455,-0.466419381405471,-0.0789573261672013,-41.238904692263
"SA18-CB-7-MG1",0.186246977341275,-0.62493323471636,0.148671750984592,0.436837050401994,0.0338199679295916,-4.303341439305
"SL18-SF-19-MG1",-0.0356357702540663,-0.285167752856731,-0.0748851114370393,-0.346135455544546,0.632412653372598,51.0016994107988
"SL18-SF-15-MG2",0.0692387005406659,0.261198166819728,0.105145495209736,0.527744047136237,-0.170490371597212,38.7287171299722
"SA18-CB-2-MG3",0.148045347746654,-0.30609547042256,0.0455938783286214,0.05056667365184,0.0326655470209136,-37.788417591051
"SL18-NL-5-MG1",-0.00985860155074368,0.774627242176506,-0.0851796353064997,-0.470985412992543,-0.00959246876803834,-29.407282427483
"SL18-SF-15-MG1",0.062101459722909,0.265158154460885,0.101846256890724,0.488850298546534,-0.154425545007634,59.2013361122169
"SA18-CB-4-MG3",0.071120094891081,0.849450822064493,0.00171600154429889,0.118763084855955,-0.32889996209056,-48.988035093679
"SA18-CB-5-MG3",0.0316534521226144,-1.48666790596714,-0.0749032367577935,-0.464861548711961,0.116835860391604,-77.0337807165495
"SL18-LD-13-MG2",-0.0817584365949853,-0.77231652324814,-0.054861196260792,-0.25995100674783,0.170812970735678,50.7082593186991
"SL18-LD-3-MG2",-0.0177102541115031,0.397492087870696,-0.0283106777271573,-0.136858184449692,0.149674584994463,-13.6869892855767
"SL18-NL-6-MG1",-0.0430804851617907,0.0975097008744673,-0.0198713374604129,-0.0117865584365934,-0.241294276056093,45.5024289382239
"SL18-SF-17-MG2",0.039365878079889,0.354597164164338,0.0697952821540363,0.280559438203606,-0.0993569043675296,64.6312224233089
"SL18-OI-9-MG3",0.0560403114128025,-0.685033647672297,0.047457819058398,0.184981082157258,0.115049121256706,33.2668434009038
"SL18-LD-9-MG1",0.0027975392528226,-0.326822514606711,-0.0127093268449811,-0.141849872773469,0.270169218384425,-64.1566875238314
"SL18-NL-2-MG2",-0.0805355097110344,0.49015786110918,-0.087653110408284,-0.278305606874123,-0.114492391332813,4.63528043497084
"SL18-LD-2-MG3",0.0118947659505755,0.499744409952862,-0.040400997041649,-0.307451581220262,0.459430857600646,-70.1455667904064
"SL18-OI-7-MG1",0.105509239425386,-0.513217946961954,0.0568496572930288,0.207260164692025,-0.12885718349932,105.647635288229
"SL18-LD-2-MG1",-0.00136055817972422,0.387420509060134,-0.0405177563407626,-0.347952194540047,0.546704844844332,-56.2232816358909
"SA18-CB-1-MG2",0.0412583203299171,-0.675272129233898,0.0623390080154231,0.314342437875994,-0.0619130449410281,29.459806602194
"SL18-NL-9-MG1",-0.0507435638263693,0.630104582269671,-0.134027097763865,-0.564709129295104,-0.526969764708761,-59.2046764346542
"SA18-CB-2-MG1",0.0973171060763479,-0.0695598397328041,0.0105188726098742,-0.10378572288344,0.0624199104483826,-9.55331251565537
"SA18-CB-4-MG1",0.0502181738072352,0.111178767633316,-0.0497791087579003,-0.115741098636078,-0.30506505452929,-66.2576246640114
"SL18-OI-18-MG1",-0.0167667528819717,0.190564336434419,-0.0693288010378651,-0.340089242726254,0.369387488086775,-70.6700563922907
"SL18-LL-9-MG3",-0.00251879417982403,0.50264847456602,-0.0238054853729467,-0.172831310481664,0.236006291443459,-85.7842055086981
"SA18-CB-10-MG1",0.254621370033615,-0.654731973384416,0.197475549126799,0.424094608822097,-0.145007708407054,-5.22479406657132
"SA18-CB-3-MG3",0.188452688849176,0.811622123976187,0.155804832149363,0.489310598283868,-0.318416424688652,69.2829719041792
"SL18-NL-10-MG2",-0.0446673841646369,0.649900571689948,-0.087778367855232,-0.422116011968606,-0.0457224655868033,10.2314517253412
"SL18-NL-2-MG3",-0.0698155345020097,0.466795877697373,-0.0578564218370305,-0.152190735470919,-0.0693141223419673,-27.6349203520841
"SL18-SF-13-MG3",-0.000918576988964004,-0.170584609842155,-0.045321429482555,-0.261023210453723,0.397166813879465,0.618561963184307
"SL18-OI-6-MG2",0.219036592465221,-1.14965265559965,0.15436936071873,0.408937564341495,0.528260967283566,-18.6509682457503
"SL18-OI-15-MG2",0.16516296259678,0.632440830375333,0.205622787334948,0.649758920312225,0.0692736675587837,62.6588834221824
"SL18-SF-17-MG3",0.0319694983188932,0.00865298761375663,0.0199364815482643,-0.0347520999779172,0.0361953413777508,-6.37117415185916
"SL18-NL-7-MG1",-0.0551150035367952,1.26079267234093,-0.110342582443677,-0.554738975861007,0.0569236315648328,-69.2489204058326
"SL18-SF-13-MG1",0.0784892686249816,0.697095089703698,0.177450793747645,0.594313020975557,0.042021734070973,59.5750594150041
"SA18-CB-2-MG2",0.107230750938767,-0.0826542622809335,0.0316457474894772,0.0259817211207099,-0.0203200372963266,-22.4839548447664
"SL18-NL-2-MG1",-0.113798791511697,0.446675471525826,-0.107075981709842,-0.323491698528045,-0.0250613530816881,-3.5111724812306
"SL18-CC-1-MG3",0.0492179260272721,2.13250639208125,0.102124606275186,0.304562810015382,0.0543083641236583,-7.51705059936638
"SL18-NC-10-MG3",-0.081573296514539,0.597721782889881,-0.14068937314082,-0.269369988933425,-0.628559239403906,-13.2855118794902
"SA18-CB-7-MG3",0.263592979994687,-0.367970723392516,0.25693744506697,0.63023842035521,0.0731127955840117,16.4253758038774
"SL18-OI-14-MG1",0.10731474100185,1.4453679611156,0.091077873457437,0.102547357294554,0.0528744955378359,-44.6992048889247
"SL18-CC-3-MG1",0.0564841486201026,0.417293331146037,0.00818787879724615,-0.118152409159531,0.0643956956959347,-24.8517152624929
"SL18-CC-4-MG11",-0.0136908826369031,0.492847292778879,-0.0556726031105922,-0.142362054267476,-0.0723162674388885,-25.1284403307673
"SL18-JS-5-MG3",-0.0122022382154067,0.112043428572426,-0.033309758508742,-0.0669832889119853,-0.254930397487994,-31.3699283761798
"SL18-JS-9-MG1",-0.110633233786602,0.695711814449564,-0.203480704383338,-0.676540741397779,-0.118366439543793,-32.4750937611838
"SL18-NC-1-MG1",-0.0639634825428199,-0.298803320037281,-0.116152667557406,-0.326745969166843,-0.123283273544023,-9.41621199399202
"SA18-CB-1-MG12",0.0317725144691412,-1.79941122678072,-0.0219164812862446,-0.12208748047365,-0.0549642339637694,-15.125207274103
"SL18-JS-5-MG2",-0.0694462371017694,0.786313053401872,-0.132851275499307,-0.157007992497358,-0.532207171351677,-33.7190305346652
"SA18-CB-10-MG3",0.325176438113646,-1.21514094374293,0.223006347014982,0.419267131365661,-0.0462593927639417,11.721409373871
"SL18-JS-6-MG3",0.175297567280485,0.530821226078955,0.292161924603584,0.715565599210086,0.602229352323144,-7.90524499887759
"SL18-LD-2-MG2",0.0443153833321264,0.894418334240133,0.048147286052185,-0.0127529589805837,0.652441289381071,-45.8145339791043
"SL18-JS-6-MG2",0.155442800702575,0.306165164368686,0.269236923708095,0.604176065928537,0.572546568994353,-4.6027504653231
"SL18-OI-2-MG2",-0.0408375075471947,-0.250453681998902,-0.0988202413935916,-0.197575642153542,0.27376850290039,14.4380973798885
"SL18-JS-19-MG2",-0.139898659936948,0.524493156623998,-0.200326473443349,-0.452138494273674,-0.0822803051985304,-53.4982107021189
"SL18-OD-6-MG2",0.0110521666187267,0.825483023208932,0.0320045026105097,0.102125098897278,0.0834026446880404,-1.22882628948548
"SL18-NC-15-MG1",-0.0415639196341916,1.01816742018701,-0.0291178261526381,0.0354471800155434,-0.136565743763459,72.7687774615285
"SA18-CB-4-MG2",0.21325952478921,0.160725465748565,0.133436835557009,0.222628655172499,-0.144790681665247,-23.567743479215
"SL18-OD-6-MG1",0.0482371565196728,1.02018818983014,0.107679042070872,0.363237725261125,0.0388102096856693,2.96104800591119
"SA18-CB-1-MG13",0.146126887243055,-0.0642682184460228,0.117639312116809,0.268090387272069,0.0707970466310761,-10.7022000331258
"SL18-OI-4-MG3",-0.0224079558554598,0.0886923178594762,-0.120186295236826,-0.311697843777599,0.251758937652431,29.4053347961578
"SL18-NL-5-MG2",-0.00387881927628779,1.0898006199191,-0.0290513830264086,-0.254377292516733,-0.115141568975808,6.22107336837167
"SL18-NC-9-MG2",-0.0590046499954618,-0.0207984241389046,-0.0642296883979801,-0.0288847900493029,0.0939042342766106,-13.6972900732373
"SL18-OI-11-MG4",0.0079747914145738,0.649591637679683,-0.0252334761318684,-0.036753647840453,0.183324510682526,-37.7844367442522
"SL18-NC-2-MG1",0.0843145270871671,1.36497890249776,0.144908729123681,0.457408141935351,-0.0736196645803365,19.7001658818308
"SL18-JS-11-MG3",-0.0575345009881555,0.610016628884158,-0.108144995817088,-0.365194249532131,-0.296141145108403,1.63667626628832
"SL18-JS-9-MG2",-0.135716728692891,0.649742032828332,-0.231827738351376,-0.608574156811336,-0.130015097103964,-35.0472965881611
"SL18-JS-19-MG1",-0.0238141794393261,0.32212119456278,-0.00215822889911865,0.08770209745883,0.0422959015983771,-44.0850325562922
"SL18-OD-3-MG1",-0.0517976698361042,0.59392645525009,-0.085002667506151,-0.244417820860074,0.00948700454327555,-18.3412327154825
"SA18-CB-3-MG1",0.135766917104902,-0.425859269564382,0.11488467910953,0.252129748358003,-0.0587807425893255,0.472039426826602
"SL18-OD-6-MG3",0.0391618929393792,0.897229167086471,0.0908400078815834,0.323473292937476,0.0914320402977675,-13.8345660612933
"SA18-CB-3-MG2",0.0806548233989881,0.714084227628716,-0.00509871754650883,-0.155585255507966,-0.497068989781678,8.64145684373869
"SL18-NC-12-MG1",-0.0718038413171241,0.408893726879166,-0.0750129286229385,-0.144524172330272,-0.0426796969669361,-13.0627911848548
"SL18-JS-11-MG2",-0.115058509660052,0.0368202760166993,-0.212819642329844,-0.704106256551993,-0.249342658178451,5.3750998389426
"SL18-CC-6-MG2",-0.0168381091590646,0.69503711939761,0.00317547195979026,0.172513570813268,-0.0263281618615191,-29.1790973172328
"SL18-OI-17-MG1",0.0402695017312417,-0.684817848845748,0.0133951479654484,0.0459427993470424,-0.0329908836072634,1.35965352567359
"SL18-CC-7-MG1",0.0721990366377491,0.733539609980486,0.125840367708686,0.504134647890744,-0.180504361594243,20.1696773501146
"SL18-JS-6-MG1",0.0785477738693181,0.535193640293794,0.145106487785587,0.0790145193284486,1.192328741165,-20.2245253559408
"SL18-LD-13-MG3",-0.0427586934618961,-0.200043062437351,-0.0207882209723566,-0.047317765290555,0.111514366341353,9.95150118239338
"SL18-OI-16-MG2",-0.0484983207945102,-0.167336779535479,-0.0728664983640403,-0.237355376235497,0.218524210708151,20.7597819300507
"SL18-LL-9-MG4",0.0814503382653102,0.869184059418485,0.0515990758971195,0.0648644446101379,-0.0641297609616344,44.2063751176391
"SL18-NL-7-MG2",-0.0488576628274928,2.17970877938365,-0.0756740478002361,-0.351054453867611,0.172088834404446,-40.8660214052011
"SL18-NC-11-MG2",-0.0505643519349642,-0.0237241641443373,-0.106336852090568,-0.278513785447486,-0.0786371733224584,-6.31053330206005
"SL18-LD-1-MG1",0.00776761724479082,-0.525897117412431,-0.0838432968917023,-0.397572900951424,0.376469313486773,-39.4089941073404
"SL18-OI-11-FG1",0.0470053344931374,0.303229883126755,0.0270910920490442,0.237426544176312,-0.0811529179893909,20.5382325824489
"SL18-OI-17-FG2",0.0124367588708088,-0.635630647525643,-0.0550379193238833,-0.369258375668308,-0.0761108592909869,-51.3128879782154
"SL18-OI-18-FG3",-0.0102200602831936,-0.294783114282946,-0.0229407038565274,-0.135000078081032,0.286691720017608,-83.4191273146063
"SL18-OI-18-FG5",0.00778102379765157,-0.210455162593323,0.00287493278909776,-0.184977464489128,0.459732908086953,-72.3180503401825
"SL18-OI-18-FG6",-0.0245869452346857,-0.750777334955442,-0.0247652933479967,-0.105501541434487,0.237220508886946,-43.0395397557047
"SL18-OI-7-FG3",0.0892486983538637,-0.289695191407903,0.00547893127756996,-0.0401895347993721,-0.0218697711828558,42.5008700542011
"SL18-SF-17-FG1",0.0378595245787922,0.00644508046828614,0.0145329450995544,0.017948460600222,0.014640670711175,-17.0908780939676
"SL18-SF-17-FG3",0.00801018737055382,-0.226354183278029,-0.00489999262433293,0.0591931517079105,-0.0955949214515229,28.515032793153
"SA18-CB-10-FG2",0.195614478462534,-0.630489470350086,0.138436233621143,0.324462546889415,-0.0712822946743151,-13.9556539917091
"SL18-LD-1-FG3",0.00701818945281186,-0.334209092066404,-0.0991851130732466,-0.529947791015402,0.415093292917312,-45.2939814462363
"SL18-LD-4-FG1",-0.000380413030796807,-0.0230383301893179,-0.0621790753774307,-0.185731212778453,0.111301544283376,-11.3699586545362
"SL18-LD-4-FG2",-0.000380464290155745,-0.0230415579459147,-0.0751943357335495,-0.372436162756557,0.258273793786679,-49.2083311188153
"SL18-LD-5-FG1",-0.0368878133623013,-0.193141532877786,-0.0987890303556811,-0.276873999351001,0.0585684208047801,-53.735007021746
